Sex,Age,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness,Language,Skills
Male,49,48.56044723969252,36.964285714285715,37.81273408239701,52.425187032418954,33.877394636015325,Chinese,"Project Management, Numpy, Marketing, PPC, Project Management, Web, Numpy, Marketing, Project Management, Data Science, Web, Python, "
Female,39,46.73497267759563,35.15364354697103,48.86806056236482,40.63118811881188,39.91769547325103,English,"PPC, Python, JAVA, Data Science, JAVA, Web, PPC, Web, SEO, "
Female,19,46.488651535380505,47.623012869038604,51.20305980528512,45.253042921204354,24.653716216216214,English,"Marketing, PPC, SEO, Project Management, Python, Marketing, Business Development, "
Female,37,31.024590163934427,44.811237928007024,54.63590483056958,48.056930693069305,28.395061728395063,Chinese,"Leadership, "
Male,42,40.87351502445842,39.51530612244898,41.55805243445693,49.93142144638404,36.94252873563218,French,"Project Management, PPC, Numpy, Leadership, PPC, Numpy, "
Female,25,41.27049180327869,32.51975417032485,30.122566690699355,56.101485148514854,34.15637860082305,Spanish,"Numpy, Python, Numpy, Web, SEO, Web, Web, JAVA, Project Management, PPC, Project Management, Python, Leadership, "
Female,45,49.563072586328396,24.867886178861784,41.151468315301386,52.869565217391305,37.20285261489698,English,"PPC, Project Management, Data Science, Numpy, "
Male,50,49.25925925925926,37.814625850340136,23.580524344569294,56.78927680798005,43.83908045977011,Chinese,"Marketing, PPC, Python, Project Management, JAVA, Web, Project Management, SEO, Business Development, "
Male,42,49.958071278826,34.413265306122454,33.3183520599251,46.19077306733167,43.0727969348659,Chinese,"Project Management, Numpy, Python, Business Development, Web, Web, Web, "
Female,24,52.88251366120218,30.763827919227396,37.3323720259553,48.056930693069305,34.15637860082305,French,"Marketing, JAVA, Project Management, SEO, JAVA, SEO, SEO, SEO, PPC, PPC, PPC, Data Science, SEO, Project Management, Leadership, "
Male,50,49.958071278826,38.66496598639456,40.05992509363296,48.68453865336659,39.241379310344826,English,"SEO, Python, Numpy, Marketing, Numpy, Python, JAVA, Data Science, Numpy, "
Male,43,40.87351502445842,38.66496598639456,41.55805243445693,60.52992518703242,47.67049808429118,Spanish,"Python, Leadership, Numpy, Business Development, Python, Python, Numpy, SEO, "
Male,37,45.46351084812623,41.43511450381679,43.3426769446391,57.90655339805825,48.01581027667984,Chinese,"Data Science, Leadership, SEO, Business Development, Numpy, Marketing, Numpy, Python, PPC, Data Science, JAVA, JAVA, Leadership, Business Development, Marketing, "
Male,42,40.17470300489168,36.964285714285715,32.56928838951311,49.93142144638404,45.37164750957854,Chinese,"PPC, PPC, JAVA, "
Male,55,53.45213137665968,28.4608843537415,31.820224719101127,44.32044887780549,41.54022988505747,Chinese,"Leadership, Data Science, Numpy, Numpy, Web, Business Development, PPC, Project Management, JAVA, Web, Business Development, Python, "
Female,40,43.31967213114754,24.61808604038631,41.658255227108874,49.913366336633665,36.62551440329218,Spanish,"Web, Web, Web, Numpy, "
Female,38,41.95355191256831,44.811237928007024,44.54217736121125,43.10643564356435,39.09465020576132,Chinese,"PPC, Business Development, Python, Web, "
Female,44,41.10641296687808,20.802845528455276,34.196290571870165,52.24844720496895,34.03328050713153,Chinese,"PPC, Web, SEO, Web, Data Science, JAVA, Business Development, Web, PPC, Marketing, Business Development, "
Female,54,46.74418604651162,25.88414634146341,28.01391035548686,51.62732919254659,41.95721077654516,Chinese,"JAVA, Marketing, "
Female,26,39.904371584699454,38.66549604916594,40.216294160057686,51.1509900990099,47.325102880658434,French,"Numpy, JAVA, Web, SEO, Numpy, Project Management, SEO, PPC, Data Science, PPC, PPC, Python, "
Male,23,42.17619986850756,38.38167938931298,34.23265592151367,57.90655339805825,31.415019762845848,Chinese,"Marketing, "
Male,34,39.54635108481262,36.091603053435115,41.94113524877365,58.5133495145631,30.62450592885375,French,"Marketing, SEO, Python, SEO, Python, "
Female,41,41.81113460183227,12.672764227642269,39.60587326120556,55.975155279503106,38.78763866877971,French,"Marketing, Project Management, Python, Marketing, Leadership, Python, Project Management, Marketing, "
Male,45,42.96995108315863,40.3656462585034,41.55805243445693,53.04862842892768,40.007662835249036,English,"Web, "
Female,45,46.74418604651162,25.88414634146341,37.28748068006182,43.55279503105591,37.995245641838345,Chinese,"Leadership, Project Management, SEO, Project Management, Leadership, JAVA, Python, Project Management, Business Development, "
Female,41,46.03946441155743,28.93292682926829,32.65069551777434,45.41614906832299,36.41045958795562,English,"Numpy, PPC, Numpy, Data Science, Marketing, Python, SEO, "
Male,20,46.942094990240726,39.781718963165076,48.854382332643205,50.73278584965256,34.656426839126915,French,"PPC, Business Development, PPC, SEO, Marketing, Leadership, JAVA, Python, Web, Marketing, PPC, "
Female,37,50.833333333333336,27.25197541703249,35.89041095890411,43.725247524752476,40.74074074074074,French,"SEO, Web, Project Management, "
Male,42,42.27113906359189,29.31122448979592,35.56554307116105,45.567331670822945,40.007662835249036,Spanish,"Project Management, Data Science, PPC, Numpy, Business Development, Business Development, Numpy, Web, JAVA, Data Science, SEO, "
Female,22,49.467213114754095,32.51975417032485,38.77433309300649,56.72029702970297,33.33333333333333,English,"Marketing, JAVA, SEO, Marketing, Web, Project Management, Numpy, Leadership, Web, Python, JAVA, Web, Project Management, Leadership, "
Female,20,47.8237650200267,35.5109765329296,43.553546592489575,51.018577834721334,22.964527027027025,Spanish,"Web, Data Science, Project Management, Marketing, Numpy, PPC, JAVA, PPC, Marketing, JAVA, Project Management, Marketing, Numpy, Numpy, "
Male,51,41.57232704402516,26.760204081632658,32.56928838951311,54.29551122194514,43.83908045977011,English,"Marketing, PPC, PPC, Project Management, JAVA, Leadership, Data Science, SEO, Business Development, Data Science, Web, "
Female,53,41.81113460183227,27.91666666666666,38.833075734157646,49.142857142857146,45.126782884310614,Chinese,"Data Science, Project Management, Data Science, Leadership, JAVA, PPC, PPC, Business Development, SEO, Web, "
Male,34,49.408284023668635,33.038167938931295,27.224947442186405,57.90655339805825,35.36758893280632,English,"Data Science, Leadership, Project Management, Web, "
Male,29,47.43589743589743,37.61832061068702,40.5395935529082,52.445388349514566,44.06324110671936,Spanish,"SEO, PPC, SEO, "
Female,24,39.221311475409834,43.9332748024583,32.285508291276145,45.58168316831683,36.62551440329218,French,"Marketing, Marketing, Web, Web, Marketing, "
Male,40,43.49112426035503,34.56488549618321,38.43728100911002,50.01820388349515,45.644268774703555,Spanish,"Web, Numpy, Leadership, Project Management, Project Management, "
Male,52,47.162823200559046,29.31122448979592,43.80524344569289,58.03615960099751,51.501915708812255,Spanish,"Data Science, JAVA, "
Male,20,38.48405985686402,45.2387448840382,41.95307108350587,57.049905243209096,41.93209377526273,English,"JAVA, SEO, Leadership, Project Management, Data Science, Project Management, Python, "
Male,43,47.861635220125784,36.113945578231295,49.04868913857678,50.55486284289277,31.57854406130268,Chinese,"Business Development, Data Science, Project Management, "
Female,37,38.53825136612022,14.96049165935031,33.727469358327326,46.20049504950495,38.27160493827161,Spanish,"Web, JAVA, Project Management, Numpy, Numpy, JAVA, Data Science, "
Female,22,48.10109289617486,36.03160667251976,36.61139149242971,46.81930693069307,30.041152263374485,French,"Web, Python, Web, Project Management, SEO, Business Development, "
Male,32,43.49112426035503,45.25190839694657,37.03573931324457,50.625,36.158102766798415,Chinese,"Numpy, Marketing, Project Management, Web, Python, Project Management, Web, "
Female,31,42.63661202185792,35.15364354697103,40.216294160057686,51.1509900990099,42.38683127572016,Chinese,"Project Management, PPC, Leadership, Project Management, Business Development, Marketing, Project Management, "
Female,37,31.707650273224044,29.88586479367867,31.564527757750543,45.58168316831683,41.56378600823045,English,"SEO, Python, SEO, Web, Python, "
Male,35,44.148586456278764,32.274809160305345,42.64190609670638,53.05218446601942,34.57707509881423,French,"Data Science, SEO, Business Development, Business Development, JAVA, Python, PPC, Python, Leadership, Python, "
Male,28,46.778435239973696,42.19847328244275,41.94113524877365,45.77063106796116,38.5296442687747,Chinese,"JAVA, Web, "
Female,46,46.74418604651162,21.819105691056905,26.468315301391034,52.24844720496895,29.278922345483355,Chinese,"Python, Business Development, Business Development, Business Development, Business Development, "
Female,52,47.44890768146582,24.867886178861784,31.877897990726428,46.6583850931677,46.71156893819334,Spanish,"Leadership, "
Male,23,38.23142669296515,39.145038167938935,38.43728100911002,53.65898058252427,37.73913043478261,English,"Web, "
Female,26,46.73497267759563,33.397717295873576,43.10021629416006,44.96287128712871,37.44855967078189,Spanish,"Data Science, "
Female,28,51.51639344262295,33.397717295873576,50.31002162941601,44.96287128712871,39.91769547325103,English,"PPC, "
Female,24,38.53825136612022,27.25197541703249,33.006488824801735,51.1509900990099,30.041152263374485,English,"Numpy, Web, SEO, "
Male,22,46.12097304404996,42.19847328244275,34.93342676944639,53.05218446601942,27.462450592885375,English,"Marketing, "
Male,42,49.958071278826,30.161564625850342,39.31086142322098,52.425187032418954,42.30651340996168,French,"Numpy, PPC, Data Science, "
Male,25,48.093359631821166,39.145038167938935,35.634197617379115,59.12014563106796,38.5296442687747,Spanish,"Numpy, Business Development, "
Male,24,44.148586456278764,38.38167938931298,32.831114225648214,52.445388349514566,38.5296442687747,English,"Leadership, Data Science, Web, "
Female,26,43.31967213114754,34.27568042142231,43.10021629416006,49.913366336633665,32.510288065843625,French,"Web, Business Development, Project Management, Leadership, JAVA, JAVA, Python, SEO, Marketing, Leadership, Leadership, "
Female,47,46.03946441155743,16.73780487804877,34.96908809891808,55.975155279503106,41.95721077654516,French,"Project Management, JAVA, Business Development, Data Science, Data Science, PPC, Python, Leadership, PPC, Marketing, Web, Web, Data Science, PPC, Project Management, "
Female,38,47.41803278688525,26.374012291483762,37.3323720259553,51.1509900990099,37.44855967078189,English,"Marketing, Web, Web, JAVA, Python, Leadership, Numpy, Numpy, Marketing, JAVA, Marketing, PPC, Python, "
Female,42,44.630021141649046,19.78658536585365,27.241112828438947,49.142857142857146,33.24088748019017,Chinese,"JAVA, Numpy, JAVA, Leadership, PPC, PPC, Leadership, Leadership, Web, Leadership, PPC, Data Science, Python, Python, "
Male,41,49.25925925925926,35.26360544217687,33.3183520599251,54.918952618453865,37.70881226053639,Chinese,"Python, Python, Business Development, Python, Business Development, Leadership, Python, Numpy, "
Male,53,52.0545073375262,41.215986394557824,25.82771535580525,55.542394014962596,36.94252873563218,Chinese,"SEO, Python, "
Male,40,39.54635108481262,42.19847328244275,43.3426769446391,56.08616504854369,37.73913043478261,Chinese,"Project Management, Numpy, JAVA, Numpy, Marketing, Business Development, Python, Python, Numpy, Leadership, Business Development, Leadership, "
Male,52,49.25925925925926,32.71258503401361,40.05992509363296,52.425187032418954,42.30651340996168,Spanish,"PPC, Numpy, Business Development, PPC, SEO, Project Management, JAVA, Project Management, Marketing, PPC, Leadership, Marketing, Project Management, "
Male,37,38.23142669296515,45.25190839694657,33.53188507358094,51.838592233009706,32.99604743083003,English,"JAVA, Data Science, JAVA, Project Management, Marketing, Numpy, Business Development, PPC, PPC, PPC, Marketing, "
Female,52,36.87808315715292,27.91666666666666,34.196290571870165,52.24844720496895,45.919175911251976,English,"Marketing, PPC, PPC, Python, Leadership, SEO, Numpy, JAVA, Web, "
Male,24,46.12097304404996,38.38167938931298,45.44498948843728,55.47936893203884,32.99604743083003,English,"Marketing, Web, Web, Business Development, Leadership, Business Development, JAVA, PPC, Marketing, Numpy, "
Male,25,44.80604865220249,41.43511450381679,38.43728100911002,51.23179611650485,41.69169960474308,French,"Marketing, Web, Leadership, JAVA, Business Development, Numpy, Numpy, Numpy, JAVA, JAVA, Data Science, Data Science, "
Female,37,35.80601092896175,47.445127304653205,37.3323720259553,46.81930693069307,36.62551440329218,French,"Business Development, Business Development, JAVA, Numpy, "
Female,51,46.03946441155743,31.981707317073166,35.74188562596599,57.21739130434783,35.61806656101426,Spanish,"Data Science, Project Management, Numpy, Project Management, Marketing, Data Science, Marketing, Numpy, JAVA, SEO, Web, Data Science, "
Female,18,41.815754339118826,37.02498107494323,43.553546592489575,45.253042921204354,31.41047297297297,French,"Numpy, Data Science, Web, PPC, Project Management, SEO, Numpy, "
Male,35,49.408284023668635,40.67175572519084,39.83882270497547,57.2997572815534,28.25296442687747,Spanish,"Data Science, Web, SEO, Marketing, Leadership, Data Science, Leadership, Leadership, Marketing, "
Male,18,43.68900455432661,41.14597544338335,40.5728088336784,50.73278584965256,43.54890864995958,Chinese,"Numpy, Business Development, Project Management, Project Management, Project Management, Business Development, Data Science, Data Science, Numpy, JAVA, Python, Business Development, Data Science, JAVA, "
Female,40,52.19945355191257,27.25197541703249,35.16943042537852,49.29455445544554,43.20987654320987,Chinese,"SEO, Leadership, Leadership, Business Development, Project Management, Python, JAVA, Business Development, Business Development, "
Female,33,49.467213114754095,36.03160667251976,45.26315789473685,49.913366336633665,36.62551440329218,Spanish,"Project Management, JAVA, PPC, Marketing, Python, "
Female,40,31.024590163934427,36.03160667251976,42.379235760634465,53.007425742574256,32.510288065843625,Spanish,"Project Management, PPC, PPC, Project Management, "
Female,18,47.8237650200267,37.02498107494323,42.85813630041725,44.61242793081358,44.923986486486484,English,"SEO, Marketing, Business Development, Project Management, PPC, Python, Leadership, "
Male,24,44.148586456278764,38.38167938931298,38.43728100911002,57.90655339805825,41.69169960474308,French,"Business Development, Numpy, Data Science, PPC, PPC, Python, Marketing, Business Development, Python, Web, Leadership, Leadership, JAVA, Web, "
Male,28,48.7508218277449,43.725190839694655,46.846531184302734,51.23179611650485,36.94861660079051,French,"Business Development, Numpy, Python, Leadership, SEO, Project Management, PPC, "
Male,36,44.80604865220249,37.61832061068702,40.5395935529082,50.625,42.48221343873517,English,"PPC, Data Science, Leadership, Marketing, Marketing, "
Male,22,48.093359631821166,29.984732824427482,41.94113524877365,53.65898058252427,41.69169960474308,Spanish,"SEO, JAVA, "
Female,48,51.67723749119098,32.99796747967479,38.833075734157646,54.11180124223603,42.74960380348652,Chinese,"Business Development, JAVA, Web, Marketing, Project Management, Leadership, Data Science, "
Male,41,47.162823200559046,36.964285714285715,37.06367041198502,53.67206982543641,30.812260536398465,French,"Marketing, PPC, JAVA, Numpy, PPC, SEO, Marketing, "
Female,46,43.925299506694856,22.83536585365853,43.46986089644513,52.869565217391305,48.29635499207607,French,"Project Management, Leadership, "
Male,31,52.038132807363574,41.43511450381679,44.043447792571826,50.625,40.11067193675889,English,"Data Science, Leadership, Python, "
Male,34,44.80604865220249,49.06870229007634,45.44498948843728,53.05218446601942,38.5296442687747,French,"Business Development, Python, Data Science, Marketing, PPC, Marketing, JAVA, PPC, "
Male,31,41.518737672583825,44.48854961832061,44.744218640504556,53.05218446601942,40.11067193675889,Spanish,"Data Science, Data Science, Marketing, Marketing, Leadership, "
Female,49,34.76391825229034,30.96544715447154,30.3323029366306,50.38509316770187,43.54199683042789,English,"JAVA, Data Science, JAVA, PPC, PPC, PPC, "
Male,48,40.17470300489168,35.26360544217687,29.57303370786517,57.412718204488776,48.4367816091954,Chinese,"Python, Python, Project Management, Project Management, Leadership, Project Management, Web, Marketing, Marketing, Leadership, Data Science, Web, "
Female,28,35.12295081967213,23.74012291483758,45.98413842826244,51.1509900990099,41.56378600823045,Chinese,"Project Management, Marketing, Numpy, "
Female,34,39.904371584699454,37.78753292361721,48.86806056236482,52.38861386138614,42.38683127572016,Chinese,"JAVA, "
Female,27,41.95355191256831,34.27568042142231,40.93727469358328,53.007425742574256,30.041152263374485,Spanish,"Web, JAVA, SEO, SEO, "
Male,30,43.49112426035503,33.80152671755725,37.73651016117729,55.47936893203884,38.5296442687747,Spanish,"Leadership, Python, Web, JAVA, "
Male,26,42.833662064431294,54.412213740458014,37.03573931324457,56.08616504854369,45.644268774703555,English,"Data Science, PPC, Data Science, Data Science, Data Science, Business Development, Data Science, Python, Leadership, Project Management, Business Development, Marketing, Marketing, "
Female,39,46.73497267759563,37.78753292361721,43.10021629416006,47.43811881188119,46.50205761316872,English,"Numpy, SEO, JAVA, Web, Marketing, Project Management, Web, SEO, "
Male,53,42.96995108315863,28.4608843537415,34.06741573033708,50.55486284289277,37.70881226053639,English,"Marketing, Numpy, Web, Python, "
Male,25,46.778435239973696,38.38167938931298,40.5395935529082,53.05218446601942,44.85375494071146,Spanish,"Data Science, Leadership, Leadership, PPC, Python, Marketing, Data Science, "
Male,21,35.60157790927021,34.56488549618321,32.831114225648214,47.59101941747573,45.644268774703555,Spanish,"PPC, SEO, Business Development, "
Female,36,46.05191256830601,47.445127304653205,35.89041095890411,46.20049504950495,34.15637860082305,Chinese,"Data Science, Project Management, Data Science, Web, Leadership, Project Management, SEO, Leadership, Web, Marketing, Web, Python, "
Male,44,54.15094339622641,38.66496598639456,42.30711610486892,49.93142144638404,37.70881226053639,Chinese,"Python, Marketing, SEO, Web, Leadership, Numpy, Leadership, Marketing, Python, PPC, SEO, Marketing, Data Science, PPC, PPC, "
Female,22,39.221311475409834,18.47234416154522,45.26315789473685,51.76980198019802,29.218106995884774,Spanish,"JAVA, Project Management, SEO, SEO, Project Management, Python, Project Management, Leadership, JAVA, Business Development, Web, Python, Leadership, "
Male,20,38.48405985686402,35.68894952251023,44.7135955831608,49.46936197094125,41.12368633791431,English,"Data Science, Data Science, Marketing, Numpy, Numpy, Leadership, SEO, Project Management, Web, Marketing, "
Female,49,43.22057787174066,42.14430894308943,31.105100463678514,49.142857142857146,38.78763866877971,English,"JAVA, Project Management, Marketing, "
Male,53,44.3675751222921,31.011904761904763,29.57303370786517,57.412718204488776,39.241379310344826,French,"Data Science, PPC, Marketing, Leadership, Project Management, SEO, JAVA, PPC, Leadership, "
Male,42,47.861635220125784,30.161564625850342,32.56928838951311,63.02369077306733,36.94252873563218,Spanish,"PPC, Marketing, Leadership, Python, "
Male,47,51.355695317959466,26.760204081632658,41.55805243445693,56.78927680798005,40.007662835249036,Spanish,"PPC, Web, Business Development, Numpy, Web, PPC, Numpy, Python, Leadership, Marketing, Data Science, Python, JAVA, Business Development, "
Female,39,50.150273224043715,25.496049165935034,30.84354722422495,46.20049504950495,46.50205761316872,Spanish,"Marketing, Data Science, Python, Data Science, PPC, Project Management, Numpy, Leadership, Leadership, Python, Leadership, Project Management, Leadership, Marketing, "
Female,39,37.8551912568306,29.88586479367867,39.49531362653209,51.1509900990099,30.8641975308642,Spanish,"Python, PPC, PPC, Data Science, Numpy, PPC, Project Management, Web, Business Development, Marketing, "
Male,18,42.38776837996096,43.192360163710774,48.16425120772947,54.52305748578648,45.97413096200485,English,"JAVA, Project Management, Web, JAVA, Leadership, SEO, Marketing, Business Development, "
Male,22,38.888888888888886,44.48854961832061,40.5395935529082,48.80461165048544,48.01581027667984,Chinese,"PPC, Leadership, PPC, Web, Python, Business Development, PPC, Web, Marketing, JAVA, Marketing, JAVA, Numpy, Marketing, SEO, "
Male,50,55.548567435359885,37.814625850340136,26.57677902621723,54.29551122194514,43.83908045977011,English,"SEO, Marketing, Web, Python, Web, Data Science, Numpy, Numpy, Business Development, PPC, "
Male,44,47.861635220125784,28.4608843537415,46.05243445692884,55.542394014962596,36.94252873563218,Chinese,"JAVA, Leadership, Web, Business Development, Numpy, Web, "
Male,36,42.17619986850756,42.961832061068705,39.13805185704275,51.23179611650485,28.25296442687747,French,"Python, SEO, Data Science, "
Female,52,43.925299506694856,29.949186991869915,41.151468315301386,45.41614906832299,32.448494453248806,French,"JAVA, Web, Numpy, Marketing, Numpy, PPC, "
Female,50,38.9922480620155,32.99796747967479,36.514683153013905,52.869565217391305,39.580031695721075,Chinese,"Leadership, Web, Numpy, Data Science, Business Development, Data Science, JAVA, Business Development, Business Development, Web, Python, Business Development, "
Male,36,43.49112426035503,33.80152671755725,35.634197617379115,53.05218446601942,34.57707509881423,English,"Business Development, "
Female,53,45.334742776603235,28.93292682926829,37.28748068006182,53.49068322981367,30.86370839936608,French,"Marketing, Leadership, Leadership, Data Science, JAVA, Business Development, Business Development, Project Management, Project Management, Project Management, Python, Data Science, JAVA, "
Male,39,46.12097304404996,33.80152671755725,46.846531184302734,52.445388349514566,33.786561264822126,French,"Data Science, Data Science, JAVA, Leadership, Numpy, Project Management, Business Development, JAVA, Marketing, Data Science, Web, Business Development, Project Management, Numpy, Data Science, "
Female,40,39.904371584699454,29.88586479367867,34.448449891852924,44.96287128712871,27.57201646090535,Chinese,"SEO, SEO, Numpy, JAVA, "
Male,40,46.12097304404996,39.145038167938935,41.94113524877365,53.65898058252427,45.644268774703555,English,"PPC, Web, PPC, SEO, Project Management, Project Management, "
Male,30,39.54635108481262,35.32824427480916,43.3426769446391,65.79490291262135,35.36758893280632,English,"Leadership, Project Management, Web, Python, Web, SEO, Marketing, "
Male,44,47.162823200559046,40.3656462585034,34.81647940074907,57.412718204488776,34.643678160919535,Spanish,"JAVA, Project Management, Python, SEO, Python, "
Male,42,48.56044723969252,37.814625850340136,32.56928838951311,51.80174563591022,43.0727969348659,Chinese,"Web, SEO, PPC, JAVA, Business Development, Leadership, "
Female,25,47.41803278688525,27.25197541703249,35.16943042537852,48.056930693069305,34.97942386831276,English,"Marketing, Python, Data Science, Business Development, JAVA, Numpy, Data Science, SEO, JAVA, PPC, JAVA, "
Female,54,45.334742776603235,30.96544715447154,28.786707882534774,55.975155279503106,43.54199683042789,Spanish,"Project Management, Leadership, Python, Python, Python, JAVA, Data Science, JAVA, PPC, JAVA, SEO, Data Science, Data Science, "
Female,31,40.587431693989075,31.641791044776124,35.89041095890411,53.62623762376238,33.33333333333333,Spanish,"Numpy, SEO, SEO, Marketing, Data Science, Marketing, Project Management, PPC, Web, SEO, Marketing, Business Development, "
Female,36,42.63661202185792,32.51975417032485,35.16943042537852,60.43316831683168,44.8559670781893,French,"PPC, Marketing, Leadership, "
Female,51,50.26779422128259,26.900406504065035,19.513137557959812,45.41614906832299,45.126782884310614,English,"Marketing, PPC, Numpy, Marketing, Web, Marketing, Data Science, Business Development, Web, PPC, Leadership, Numpy, Project Management, Project Management, "
Female,50,46.03946441155743,34.01422764227642,30.3323029366306,38.58385093167702,27.69413629160063,English,"Numpy, Business Development, Marketing, Marketing, SEO, SEO, Web, "
Female,25,44.002732240437155,29.88586479367867,44.54217736121125,46.20049504950495,45.67901234567901,French,"Leadership, Business Development, Data Science, Business Development, "
Female,46,52.38195912614517,26.900406504065035,38.06027820710973,55.35403726708075,41.1648177496038,French,"SEO, Data Science, JAVA, SEO, Leadership, Business Development, SEO, "
Female,35,40.587431693989075,21.1062335381914,43.821196827685654,43.10643564356435,38.27160493827161,English,"SEO, Numpy, Leadership, Marketing, Data Science, Marketing, SEO, Marketing, Project Management, Python, Web, Python, "
Female,54,50.26779422128259,27.91666666666666,34.196290571870165,54.11180124223603,43.54199683042789,English,"Project Management, Web, JAVA, JAVA, JAVA, Marketing, JAVA, Numpy, Numpy, Web, "
Female,31,35.12295081967213,18.47234416154522,33.006488824801735,50.53217821782178,30.8641975308642,English,"Business Development, Marketing, Leadership, SEO, "
Male,35,50.06574621959237,45.25190839694657,50.350385423966365,46.37742718446602,40.11067193675889,French,"Python, Business Development, Numpy, SEO, Business Development, Python, PPC, SEO, Web, Leadership, Business Development, Business Development, Marketing, Data Science, "
Female,26,46.73497267759563,34.27568042142231,47.42609949531363,48.056930693069305,48.148148148148145,French,"JAVA, PPC, "
Female,25,49.467213114754095,29.88586479367867,41.658255227108874,50.53217821782178,34.97942386831276,French,"PPC, JAVA, Data Science, Data Science, "
Female,25,40.587431693989075,27.25197541703249,36.61139149242971,52.38861386138614,29.218106995884774,English,"PPC, Project Management, SEO, PPC, "
Female,41,45.334742776603235,31.981707317073166,30.3323029366306,55.975155279503106,41.95721077654516,English,"Data Science, JAVA, Data Science, Data Science, Numpy, Python, Python, PPC, Numpy, "
Female,54,49.563072586328396,31.981707317073166,34.96908809891808,48.52173913043479,35.61806656101426,Spanish,"PPC, Web, Numpy, Leadership, Business Development, Project Management, SEO, Numpy, SEO, Business Development, Data Science, JAVA, Marketing, "
Female,43,46.74418604651162,28.93292682926829,32.65069551777434,59.70186335403727,31.656101426307444,Spanish,"Data Science, JAVA, Project Management, Python, Leadership, Leadership, Marketing, SEO, Project Management, Business Development, Data Science, SEO, Business Development, Business Development, "
Male,21,44.148586456278764,53.648854961832065,34.23265592151367,48.19781553398058,39.3201581027668,Spanish,"SEO, JAVA, SEO, Python, Leadership, Business Development, "
Female,33,41.95355191256831,30.763827919227396,38.77433309300649,52.38861386138614,33.33333333333333,French,"Business Development, Leadership, PPC, Python, JAVA, Leadership, "
Female,25,39.904371584699454,26.374012291483762,33.727469358327326,49.29455445544554,34.15637860082305,French,"SEO, JAVA, Data Science, Web, Python, Numpy, Python, JAVA, Data Science, PPC, Web, Leadership, JAVA, Web, "
Female,47,47.44890768146582,35.03048780487804,30.3323029366306,54.732919254658384,44.33438985736925,Spanish,"Business Development, Marketing, JAVA, Business Development, Marketing, SEO, JAVA, "
Male,25,44.148586456278764,39.908396946564885,43.3426769446391,56.08616504854369,38.5296442687747,French,"JAVA, Project Management, Data Science, Project Management, Python, JAVA, Business Development, Leadership, PPC, Data Science, Python, Web, "
Male,19,44.33962264150943,39.09959072305593,44.02346445824707,55.154769425142135,34.656426839126915,English,"Python, Business Development, Python, PPC, SEO, Leadership, Python, Leadership, Project Management, "
Male,32,50.06574621959237,33.80152671755725,48.24807288016819,45.16383495145631,34.57707509881423,Chinese,"Python, Web, SEO, Python, Python, SEO, Web, Numpy, Marketing, Business Development, SEO, Numpy, "
Female,27,39.904371584699454,22.862159789288853,35.89041095890411,49.29455445544554,39.09465020576132,English,"JAVA, "
Female,26,46.73497267759563,30.763827919227396,45.98413842826244,50.53217821782178,29.218106995884774,Spanish,"SEO, Python, Web, Data Science, Data Science, Project Management, Data Science, Business Development, Project Management, Data Science, Marketing, Web, Marketing, JAVA, "
Male,26,47.43589743589743,40.67175572519084,39.83882270497547,43.9502427184466,37.73913043478261,French,"Python, Python, SEO, Marketing, "
Male,37,48.7508218277449,35.32824427480916,48.24807288016819,39.095873786407765,35.36758893280632,Spanish,"Project Management, JAVA, Python, Leadership, SEO, Numpy, "
Male,41,49.25925925925926,42.91666666666667,38.56179775280899,51.1783042394015,36.94252873563218,French,"Business Development, Data Science, PPC, Numpy, Web, Business Development, Data Science, Python, JAVA, Numpy, Marketing, "
Female,19,36.47530040053404,31.725965177895535,44.944367176634216,45.253042921204354,41.545608108108105,French,"Project Management, SEO, Leadership, SEO, Leadership, PPC, JAVA, Web, Web, Data Science, "
Female,41,42.51585623678647,31.981707317073166,43.46986089644513,47.27950310559007,46.71156893819334,Chinese,"Project Management, Leadership, "
Male,40,45.46351084812623,39.145038167938935,40.5395935529082,57.90655339805825,37.73913043478261,Chinese,"Leadership, SEO, Web, Python, JAVA, Data Science, Marketing, Python, PPC, Web, Leadership, Leadership, Data Science, "
Male,31,44.148586456278764,40.67175572519084,44.043447792571826,52.445388349514566,38.5296442687747,Chinese,"PPC, "
Female,29,49.467213114754095,32.51975417032485,39.49531362653209,51.1509900990099,27.57201646090535,English,"Marketing, Data Science, Data Science, Web, SEO, Marketing, "
Male,32,45.46351084812623,40.67175572519084,30.728801681850033,46.984223300970875,34.57707509881423,English,"Marketing, Numpy, Project Management, PPC, Python, Leadership, Marketing, JAVA, "
Male,19,45.64085881587508,37.73533424283765,44.7135955831608,51.996209728363866,32.231204527081644,Chinese,"Project Management, "
Male,19,40.43591411841249,51.37789904502046,46.783988957902004,53.89134554643083,40.31527890056588,Spanish,"Marketing, Numpy, Python, Data Science, Web, JAVA, Numpy, JAVA, Business Development, "
Female,21,42.63661202185792,24.61808604038631,39.49531362653209,54.245049504950494,45.67901234567901,Spanish,"Business Development, Business Development, JAVA, Marketing, Leadership, Project Management, "
Female,43,47.44890768146582,25.88414634146341,31.105100463678514,48.52173913043479,39.580031695721075,Chinese,"Project Management, SEO, Project Management, Web, "
